timestamp_ms,accel_g,disp,mode
1773194643403,0.0372,0.0,dano_leve
1773194643412,-0.0171,0.0,dano_leve
1773194643418,0.0093,0.0,dano_leve
1773194643427,-0.0872,0.0,dano_leve
1773194643436,-0.0656,0.0,dano_leve
1773194643443,-0.0783,0.0,dano_leve
1773194643452,-0.0979,0.0,dano_leve
1773194643464,-0.1077,0.0,dano_leve
1773194643474,-0.1092,0.0,dano_leve
1773194643481,-0.1019,0.0,dano_leve
1773194643490,-0.0478,0.0,dano_leve
1773194643500,-0.0482,0.0,dano_leve
1773194643510,-0.0293,0.0,dano_leve
1773194643522,-0.0052,0.0,dano_leve
1773194643534,0.0444,0.0,dano_leve
1773194643541,0.0821,0.0,dano_leve
1773194643548,0.0752,0.0,dano_leve
1773194643557,0.0698,0.0,dano_leve
1773194643568,0.1162,0.0,dano_leve
1773194643578,0.0922,0.0,dano_leve
1773194643586,0.0995,0.0,dano_leve
1773194643596,0.0707,0.0,dano_leve
1773194643603,0.0731,0.0,dano_leve
1773194643611,0.0284,0.0,dano_leve
1773194643621,0.009,0.0,dano_leve
1773194643636,-0.0344,0.0,dano_leve
1773194643647,-0.0598,0.0,dano_leve
1773194643658,-0.0779,0.0,dano_leve
1773194643667,-0.1041,0.0,dano_leve
1773194643677,-0.0903,0.0,dano_leve
1773194643688,-0.0728,0.0,dano_leve
1773194643697,-0.0909,0.0,dano_leve
1773194643706,-0.0813,0.0,dano_leve
1773194643718,-0.0067,0.0,dano_leve
1773194643728,0.0001,0.0,dano_leve
1773194643737,0.0349,0.0,dano_leve
1773194643745,0.0602,0.0,dano_leve
1773194643755,0.0536,0.0,dano_leve
1773194643769,0.0855,0.0,dano_leve
1773194643782,0.0933,0.0,dano_leve
1773194643790,0.095,0.0,dano_leve
1773194643800,0.0782,0.0,dano_leve
1773194643813,0.0872,0.0,dano_leve
1773194643819,0.0413,0.0,dano_leve
1773194643829,0.0057,0.0,dano_leve
1773194643838,-0.0301,0.0,dano_leve
1773194643849,-0.0557,0.0,dano_leve
1773194643864,-0.0859,0.0,dano_leve
1773194643877,-0.1007,0.0,dano_leve
1773194643890,-0.0979,0.0,dano_leve
1773194643903,-0.079,0.0,dano_leve
1773194643911,-0.0798,0.0,dano_leve
1773194643922,-0.0236,0.0,dano_leve
1773194643932,-0.0005,0.0,dano_leve
1773194643944,0.0123,0.0,dano_leve
1773194643955,0.0473,0.0,dano_leve
1773194643966,0.0648,0.0,dano_leve
1773194643979,0.1134,0.0,dano_leve
1773194643988,0.0845,0.0,dano_leve
1773194643997,0.1054,0.0,dano_leve
1773194644010,0.103,0.0,dano_leve
1773194644024,0.0647,0.0,dano_leve
1773194644033,0.0163,0.0,dano_leve
1773194644045,-0.0136,0.0,dano_leve
1773194644056,-0.0387,0.0,dano_leve
1773194644068,-0.0826,0.0,dano_leve
1773194644074,-0.0796,0.0,dano_leve
1773194644086,-0.0961,0.0,dano_leve
1773194644097,-0.1077,0.0,dano_leve
1773194644108,-0.096,0.0,dano_leve
1773194644116,-0.0689,0.0,dano_leve
1773194644130,-0.0442,0.0,dano_leve
1773194644141,-0.0311,0.0,dano_leve
1773194644153,0.0023,0.0,dano_leve
1773194644164,0.0586,0.0,dano_leve
1773194644173,0.0488,0.0,dano_leve
1773194644182,0.1074,0.0,dano_leve
1773194644189,0.0966,0.0,dano_leve
1773194644198,0.0931,0.0,dano_leve
1773194644207,0.1152,0.0,dano_leve
1773194644215,0.1108,0.0,dano_leve
1773194644224,0.0607,0.0,dano_leve
1773194644229,0.084,0.0,dano_leve
1773194644240,0.0726,0.0,dano_leve
1773194644250,0.03,0.0,dano_leve
1773194644263,-0.0143,0.0,dano_leve
1773194644276,-0.0428,0.0,dano_leve
1773194644286,-0.113,0.0,dano_leve
1773194644298,-0.0977,0.0,dano_leve
1773194644311,-0.0895,0.0,dano_leve
1773194644325,-0.098,0.0,dano_leve
1773194644337,-0.0597,0.0,dano_leve
1773194644349,-0.0273,0.0,dano_leve
1773194644360,-0.0241,0.0,dano_leve
1773194644373,0.0673,0.0,dano_leve
1773194644387,0.0684,0.0,dano_leve
1773194644402,0.0968,0.0,dano_leve
1773194644411,0.1089,0.0,dano_leve
1773194644420,0.1006,0.0,dano_leve
1773194644429,0.073,0.0,dano_leve
1773194644437,0.0328,0.0,dano_leve
1773194644448,0.0762,0.0,dano_leve
1773194644457,0.0154,0.0,dano_leve
1773194644467,-0.0028,0.0,dano_leve
1773194644475,-0.0354,0.0,dano_leve
1773194644488,-0.0869,0.0,dano_leve
1773194644500,-0.0817,0.0,dano_leve
1773194644509,-0.1,0.0,dano_leve
1773194644522,-0.0973,0.0,dano_leve
1773194644533,-0.0793,0.0,dano_leve
1773194644548,-0.0294,0.0,dano_leve
1773194644563,-0.0295,0.0,dano_leve
1773194644571,0.0189,0.0,dano_leve
1773194644585,0.038,0.0,dano_leve
1773194644596,0.0811,0.0,dano_leve
1773194644607,0.0857,0.0,dano_leve
1773194644618,0.0737,0.0,dano_leve
1773194644629,0.1117,0.0,dano_leve
1773194644639,0.0798,0.0,dano_leve
1773194644648,0.0749,0.0,dano_leve
1773194644659,0.0316,0.0,dano_leve
1773194644670,0.0047,0.0,dano_leve
1773194644679,-0.025,0.0,dano_leve
1773194644692,-0.0553,0.0,dano_leve
1773194644701,-0.072,0.0,dano_leve
1773194644710,-0.0995,0.0,dano_leve
1773194644719,-0.101,0.0,dano_leve
1773194644730,-0.1045,0.0,dano_leve
1773194644741,-0.0822,0.0,dano_leve
1773194644756,-0.0738,0.0,dano_leve
1773194644765,-0.0293,0.0,dano_leve
1773194644775,-0.0263,0.0,dano_leve
1773194644785,0.0027,0.0,dano_leve
1773194644799,0.0565,0.0,dano_leve
1773194644810,0.0974,0.0,dano_leve
1773194644820,0.0769,0.0,dano_leve
1773194644831,0.0763,0.0,dano_leve
1773194644840,0.096,0.0,dano_leve
1773194644851,0.081,0.0,dano_leve
1773194644864,0.051,0.0,dano_leve
1773194644871,0.0167,0.0,dano_leve
1773194644880,0.014,0.0,dano_leve
1773194644890,-0.0093,0.0,dano_leve
1773194644901,-0.0323,0.0,dano_leve
1773194644910,-0.0632,0.0,dano_leve
1773194644917,-0.092,0.0,dano_leve
1773194644928,-0.0825,0.0,dano_leve
1773194644938,-0.1026,0.0,dano_leve
1773194644949,-0.0972,0.0,dano_leve
1773194644963,-0.0412,0.0,dano_leve
1773194644971,-0.0425,0.0,dano_leve
1773194644980,-0.0402,0.0,dano_leve
1773194644989,-0.0044,0.0,dano_leve
1773194644997,0.0125,0.0,dano_leve
1773194645010,0.0609,0.0,dano_leve
1773194645021,0.0873,0.0,dano_leve
1773194645033,0.0761,0.0,dano_leve
1773194645046,0.1215,0.0,dano_leve
1773194645057,0.095,0.0,dano_leve
1773194645066,0.0595,0.0,dano_leve
1773194645075,0.066,0.0,dano_leve
1773194645084,0.024,0.0,dano_leve
1773194645093,-0.0096,0.0,dano_leve
1773194645104,0.0059,0.0,dano_leve
1773194645117,-0.045,0.0,dano_leve
1773194645128,-0.0739,0.0,dano_leve
1773194645135,-0.0889,0.0,dano_leve
1773194645146,-0.0711,0.0,dano_leve
1773194645161,-0.1277,0.0,dano_leve
1773194645171,-0.0734,0.0,dano_leve
1773194645181,-0.0675,0.0,dano_leve
1773194645192,-0.0257,0.0,dano_leve
1773194645202,0.0095,0.0,dano_leve
1773194645210,0.0364,0.0,dano_leve
1773194645218,0.0604,0.0,dano_leve
1773194645232,0.0758,0.0,dano_leve
1773194645244,0.1005,0.0,dano_leve
1773194645253,0.1102,0.0,dano_leve
1773194645264,0.0828,0.0,dano_leve
1773194645277,0.061,0.0,dano_leve
1773194645285,0.05,0.0,dano_leve
1773194645298,0.0337,0.0,dano_leve
1773194645309,-0.0106,0.0,dano_leve
1773194645321,-0.013,0.0,dano_leve
1773194645332,-0.0535,0.0,dano_leve
1773194645343,-0.085,0.0,dano_leve
1773194645354,-0.1027,0.0,dano_leve
1773194645362,-0.1269,0.0,dano_leve
1773194645373,-0.111,0.0,dano_leve
1773194645383,-0.0833,0.0,dano_leve
1773194645394,-0.023,0.0,dano_leve
1773194645402,-0.0117,0.0,dano_leve
1773194645413,-0.0148,0.0,dano_leve
1773194645422,0.0342,0.0,dano_leve
1773194645431,0.0623,0.0,dano_leve
1773194645444,0.1067,0.0,dano_leve
1773194645456,0.0848,0.0,dano_leve
1773194645465,0.0994,0.0,dano_leve
1773194645473,0.069,0.0,dano_leve
1773194645486,0.09,0.0,dano_leve
1773194645493,0.0822,0.0,dano_leve
1773194645507,0.0362,0.0,dano_leve
1773194645518,-0.005,0.0,dano_leve
1773194645529,-0.0374,0.0,dano_leve
1773194645540,-0.0665,0.0,dano_leve
1773194645549,-0.0824,0.0,dano_leve
1773194645558,-0.1236,0.0,dano_leve
1773194645570,-0.1205,0.0,dano_leve
1773194645579,-0.1184,0.0,dano_leve
1773194645593,-0.0844,0.0,dano_leve
1773194645606,-0.0652,0.0,dano_leve
1773194645617,-0.0429,0.0,dano_leve
1773194645625,-0.0127,0.0,dano_leve
1773194645634,0.0362,0.0,dano_leve
1773194645641,0.0443,0.0,dano_leve
1773194645647,0.0478,0.0,dano_leve
1773194645660,0.0914,0.0,dano_leve
1773194645670,0.1182,0.0,dano_leve
1773194645682,0.1007,0.0,dano_leve
1773194645693,0.0901,0.0,dano_leve
1773194645704,0.0939,0.0,dano_leve
1773194645715,0.018,0.0,dano_leve
1773194645726,-0.0224,0.0,dano_leve
1773194645737,-0.0422,0.0,dano_leve
1773194645746,-0.1019,0.0,dano_leve
1773194645758,-0.0467,0.0,dano_leve
1773194645769,-0.126,0.0,dano_leve
1773194645779,-0.0938,0.0,dano_leve
1773194645789,-0.1186,0.0,dano_leve
1773194645799,-0.0702,0.0,dano_leve
1773194645808,-0.0794,0.0,dano_leve
1773194645817,-0.0334,0.0,dano_leve
1773194645830,-0.004,0.0,dano_leve
1773194645846,0.0318,0.0,dano_leve
1773194645860,0.0742,0.0,dano_leve
1773194645866,0.0906,0.0,dano_leve
1773194645878,0.114,0.0,dano_leve
1773194645889,0.0958,0.0,dano_leve
1773194645902,0.095,0.0,dano_leve
1773194645910,0.0649,0.0,dano_leve
1773194645917,0.0517,0.0,dano_leve
1773194645927,0.0288,0.0,dano_leve
1773194645937,0.0321,0.0,dano_leve
1773194645949,0.0003,0.0,dano_leve
1773194645956,-0.0344,0.0,dano_leve
1773194645968,-0.0601,0.0,dano_leve
1773194645978,-0.1102,0.0,dano_leve
1773194645985,-0.0918,0.0,dano_leve
1773194645992,-0.1224,0.0,dano_leve
1773194646001,-0.1089,0.0,dano_leve
1773194646012,-0.0642,0.0,dano_leve
1773194646022,-0.0529,0.0,dano_leve
1773194646034,-0.0211,0.0,dano_leve
1773194646043,-0.0281,0.0,dano_leve
1773194646053,0.0421,0.0,dano_leve
1773194646065,0.0528,0.0,dano_leve
1773194646073,0.0826,0.0,dano_leve
1773194646083,0.1109,0.0,dano_leve
1773194646094,0.0929,0.0,dano_leve
1773194646103,0.0862,0.0,dano_leve
1773194646113,0.1026,0.0,dano_leve
1773194646124,0.0754,0.0,dano_leve
1773194646136,0.0423,0.0,dano_leve
1773194646146,0.0213,0.0,dano_leve
1773194646157,-0.0326,0.0,dano_leve
1773194646166,-0.0593,0.0,dano_leve
1773194646176,-0.0551,0.0,dano_leve
1773194646187,-0.078,0.0,dano_leve
1773194646195,-0.134,0.0,dano_leve
1773194646207,-0.084,0.0,dano_leve
1773194646218,-0.1121,0.0,dano_leve
1773194646231,-0.0717,0.0,dano_leve
1773194646243,-0.0494,0.0,dano_leve
1773194646253,-0.0071,0.0,dano_leve
1773194646262,0.0442,0.0,dano_leve
1773194646270,0.022,0.0,dano_leve
1773194646278,0.058,0.0,dano_leve
1773194646281,0.0644,0.0,dano_leve
1773194646291,0.0836,0.0,dano_leve
1773194646299,0.126,0.0,dano_leve
1773194646307,0.108,0.0,dano_leve
1773194646318,0.082,0.0,dano_leve
1773194646329,0.089,0.0,dano_leve
1773194646340,0.0804,0.0,dano_leve
1773194646350,0.0554,0.0,dano_leve
1773194646358,0.0184,0.0,dano_leve
1773194646369,-0.0355,0.0,dano_leve
1773194646380,-0.0668,0.0,dano_leve
1773194646394,-0.0748,0.0,dano_leve
1773194646403,-0.0957,0.0,dano_leve
1773194646413,-0.1083,0.0,dano_leve
1773194646420,-0.1022,0.0,dano_leve
1773194646431,-0.0927,0.0,dano_leve
1773194646441,-0.0736,0.0,dano_leve
1773194646452,-0.0507,0.0,dano_leve
1773194646463,0.0028,0.0,dano_leve
1773194646474,0.0112,0.0,dano_leve
1773194646485,0.0691,0.0,dano_leve
1773194646497,0.0885,0.0,dano_leve
1773194646509,0.0778,0.0,dano_leve
1773194646521,0.0745,0.0,dano_leve
1773194646529,0.0986,0.0,dano_leve
1773194646539,0.0754,0.0,dano_leve
1773194646548,0.0797,0.0,dano_leve
1773194646562,0.0017,0.0,dano_leve
1773194646574,-0.0074,0.0,dano_leve
1773194646587,-0.0469,0.0,dano_leve
1773194646599,-0.0784,0.0,dano_leve
1773194646610,-0.0979,0.0,dano_leve
1773194646621,-0.1148,0.0,dano_leve
1773194646630,-0.0966,0.0,dano_leve
1773194646641,-0.0666,0.0,dano_leve
1773194646650,-0.07,0.0,dano_leve
1773194646662,-0.0435,0.0,dano_leve
1773194646673,-0.016,0.0,dano_leve
1773194646681,0.011,0.0,dano_leve
1773194646691,0.0701,0.0,dano_leve
1773194646701,0.0543,0.0,dano_leve
1773194646711,0.0918,0.0,dano_leve
1773194646719,0.0902,0.0,dano_leve
1773194646729,0.0812,0.0,dano_leve
1773194646739,0.0862,0.0,dano_leve
1773194646750,0.0521,0.0,dano_leve
1773194646760,0.094,0.0,dano_leve
1773194646775,0.0083,0.0,dano_leve
1773194646784,-0.001,0.0,dano_leve
1773194646795,-0.0235,0.0,dano_leve
1773194646805,-0.06,0.0,dano_leve
1773194646811,-0.0873,0.0,dano_leve
1773194646824,-0.1036,0.0,dano_leve
1773194646831,-0.0891,0.0,dano_leve
1773194646841,-0.0763,0.0,dano_leve
1773194646850,-0.0877,0.0,dano_leve
1773194646862,-0.0741,0.0,dano_leve
1773194646871,-0.0598,0.0,dano_leve
1773194646884,-0.0272,0.0,dano_leve
1773194646894,0.0024,0.0,dano_leve
1773194646905,0.0459,0.0,dano_leve
1773194646919,0.0852,0.0,dano_leve
1773194646929,0.0869,0.0,dano_leve
1773194646942,0.0891,0.0,dano_leve
1773194646949,0.1199,0.0,dano_leve
1773194646956,0.0684,0.0,dano_leve
1773194646966,0.0692,0.0,dano_leve
1773194646977,0.0352,0.0,dano_leve
1773194646989,-0.0092,0.0,dano_leve
1773194646999,-0.0104,0.0,dano_leve
1773194647013,-0.0485,0.0,dano_leve
1773194647026,-0.0925,0.0,dano_leve
1773194647030,-0.0905,0.0,dano_leve
1773194647039,-0.1095,0.0,dano_leve
1773194647046,-0.1252,0.0,dano_leve
1773194647057,-0.0735,0.0,dano_leve
1773194647064,-0.0844,0.0,dano_leve
1773194647071,-0.0836,0.0,dano_leve
1773194647083,-0.0624,0.0,dano_leve
1773194647091,-0.056,0.0,dano_leve
1773194647103,0.0168,0.0,dano_leve
1773194647114,0.0451,0.0,dano_leve
1773194647122,0.0369,0.0,dano_leve
1773194647131,0.0752,0.0,dano_leve
1773194647142,0.0986,0.0,dano_leve
1773194647151,0.0904,0.0,dano_leve
1773194647164,0.1127,0.0,dano_leve
1773194647172,0.0716,0.0,dano_leve
1773194647179,0.0598,0.0,dano_leve
1773194647188,0.0455,0.0,dano_leve
1773194647198,0.0172,0.0,dano_leve
1773194647208,0.0121,0.0,dano_leve
1773194647219,-0.0275,0.0,dano_leve
1773194647229,-0.0499,0.0,dano_leve
1773194647236,-0.0913,0.0,dano_leve
1773194647244,-0.1124,0.0,dano_leve
1773194647254,-0.0946,0.0,dano_leve
1773194647265,-0.0835,0.0,dano_leve
1773194647274,-0.0821,0.0,dano_leve
1773194647284,-0.0923,0.0,dano_leve
1773194647296,-0.0292,0.0,dano_leve
1773194647307,0.001,0.0,dano_leve
1773194647316,0.0084,0.0,dano_leve
1773194647333,0.0671,0.0,dano_leve
1773194647342,0.0923,0.0,dano_leve
1773194647355,0.0567,0.0,dano_leve
1773194647368,0.1219,0.0,dano_leve
1773194647377,0.0657,0.0,dano_leve
1773194647385,0.0952,0.0,dano_leve
1773194647394,0.0908,0.0,dano_leve
1773194647405,0.056,0.0,dano_leve
1773194647413,0.0131,0.0,dano_leve
1773194647425,-0.0259,0.0,dano_leve
1773194647437,-0.0583,0.0,dano_leve
1773194647449,-0.0853,0.0,dano_leve
1773194647459,-0.0749,0.0,dano_leve
1773194647469,-0.1189,0.0,dano_leve
1773194647480,-0.091,0.0,dano_leve
1773194647490,-0.0774,0.0,dano_leve
1773194647499,-0.0891,0.0,dano_leve
1773194647508,-0.0337,0.0,dano_leve
1773194647514,0.0156,0.0,dano_leve
1773194647529,0.0349,0.0,dano_leve
1773194647537,0.0752,0.0,dano_leve
1773194647546,0.0501,0.0,dano_leve
1773194647558,0.0678,0.0,dano_leve
1773194647571,0.0893,0.0,dano_leve
1773194647576,0.0867,0.0,dano_leve
1773194647585,0.0836,0.0,dano_leve
1773194647593,0.0844,0.0,dano_leve
1773194647604,0.0603,0.0,dano_leve
1773194647615,0.0105,0.0,dano_leve
1773194647628,0.0038,0.0,dano_leve
1773194647636,-0.0262,0.0,dano_leve
1773194647644,-0.0608,0.0,dano_leve
1773194647653,-0.0396,0.0,dano_leve
1773194647665,-0.0991,0.0,dano_leve
1773194647674,-0.0863,0.0,dano_leve
1773194647688,-0.115,0.0,dano_leve
1773194647698,-0.0959,0.0,dano_leve
1773194647710,-0.0429,0.0,dano_leve
1773194647716,-0.0657,0.0,dano_leve
1773194647726,-0.027,0.0,dano_leve
1773194647734,-0.0017,0.0,dano_leve
1773194647746,0.0792,0.0,dano_leve
1773194647763,0.0911,0.0,dano_leve
1773194647772,0.1063,0.0,dano_leve
1773194647779,0.0945,0.0,dano_leve
1773194647790,0.076,0.0,dano_leve
1773194647801,0.0996,0.0,dano_leve
1773194647813,0.0347,0.0,dano_leve
1773194647824,0.0343,0.0,dano_leve
1773194647834,0.0252,0.0,dano_leve
1773194647843,-0.0043,0.0,dano_leve
1773194647854,-0.0256,0.0,dano_leve
1773194647861,-0.0727,0.0,dano_leve
1773194647868,-0.0995,0.0,dano_leve
1773194647877,-0.0859,0.0,dano_leve
1773194647889,-0.1534,0.0,dano_leve
1773194647899,-0.0923,0.0,dano_leve
1773194647911,-0.0951,0.0,dano_leve
1773194647919,-0.0526,0.0,dano_leve
1773194647933,-0.0314,0.0,dano_leve
1773194647946,-0.0059,0.0,dano_leve
1773194647952,0.0506,0.0,dano_leve
1773194647960,0.0604,0.0,dano_leve
1773194647973,0.0889,0.0,dano_leve
1773194647982,0.0741,0.0,dano_leve
1773194647997,0.0886,0.0,dano_leve
1773194648005,0.0992,0.0,dano_leve
1773194648016,0.0778,0.0,dano_leve
1773194648027,0.0511,0.0,dano_leve
1773194648037,0.0191,0.0,dano_leve
1773194648047,-0.0037,0.0,dano_leve
1773194648058,-0.0214,0.0,dano_leve
1773194648071,-0.0688,0.0,dano_leve
1773194648079,-0.0815,0.0,dano_leve
1773194648086,-0.0903,0.0,dano_leve
1773194648097,-0.085,0.0,dano_leve
1773194648108,-0.1046,0.0,dano_leve
1773194648116,-0.0909,0.0,dano_leve
1773194648129,-0.0731,0.0,dano_leve
1773194648140,-0.0414,0.0,dano_leve
1773194648150,-0.0362,0.0,dano_leve
1773194648163,0.0053,0.0,dano_leve
1773194648171,0.0473,0.0,dano_leve
1773194648181,0.0834,0.0,dano_leve
1773194648193,0.1131,0.0,dano_leve
1773194648205,0.1112,0.0,dano_leve
1773194648217,0.0993,0.0,dano_leve
1773194648227,0.0846,0.0,dano_leve
1773194648237,0.063,0.0,dano_leve
1773194648246,0.0383,0.0,dano_leve
1773194648254,0.0433,0.0,dano_leve
1773194648265,0.0157,0.0,dano_leve
1773194648278,-0.0374,0.0,dano_leve
1773194648287,-0.0761,0.0,dano_leve
1773194648295,-0.1136,0.0,dano_leve
1773194648308,-0.0764,0.0,dano_leve
1773194648321,-0.1035,0.0,dano_leve
1773194648327,-0.1183,0.0,dano_leve
1773194648339,-0.0709,0.0,dano_leve
1773194648352,-0.0167,0.0,dano_leve
1773194648363,-0.0236,0.0,dano_leve
1773194648370,0.0038,0.0,dano_leve
1773194648379,0.0442,0.0,dano_leve
1773194648390,0.0586,0.0,dano_leve
1773194648402,0.0898,0.0,dano_leve
1773194648414,0.1003,0.0,dano_leve
1773194648425,0.1032,0.0,dano_leve
1773194648435,0.073,0.0,dano_leve
1773194648444,0.0785,0.0,dano_leve
1773194648457,0.0485,0.0,dano_leve
1773194648470,-0.0078,0.0,dano_leve
1773194648482,-0.0223,0.0,dano_leve
1773194648491,-0.0605,0.0,dano_leve
1773194648502,-0.1188,0.0,dano_leve
1773194648511,-0.1165,0.0,dano_leve
1773194648523,-0.0969,0.0,dano_leve
1773194648532,-0.1199,0.0,dano_leve
1773194648545,-0.0707,0.0,dano_leve
1773194648551,-0.0439,0.0,dano_leve
1773194648561,-0.06,0.0,dano_leve
1773194648570,-0.0046,0.0,dano_leve
1773194648583,0.0314,0.0,dano_leve
1773194648591,0.0731,0.0,dano_leve
1773194648600,0.0854,0.0,dano_leve
1773194648613,0.0898,0.0,dano_leve
1773194648622,0.1066,0.0,dano_leve
1773194648633,0.0819,0.0,dano_leve
1773194648642,0.0889,0.0,dano_leve
1773194648654,0.0737,0.0,dano_leve
1773194648663,0.0568,0.0,dano_leve
1773194648674,-0.0037,0.0,dano_leve
1773194648683,-0.0234,0.0,dano_leve
1773194648692,-0.0024,0.0,dano_leve
1773194648701,-0.0724,0.0,dano_leve
1773194648715,-0.0614,0.0,dano_leve
1773194648723,-0.0983,0.0,dano_leve
1773194648732,-0.1569,0.0,dano_leve
1773194648746,-0.0814,0.0,dano_leve
1773194648756,-0.0507,0.0,dano_leve
1773194648765,-0.0565,0.0,dano_leve
1773194648777,-0.0252,0.0,dano_leve
1773194648781,-0.0047,0.0,dano_leve
1773194648791,0.0161,0.0,dano_leve
1773194648801,0.0373,0.0,dano_leve
1773194648808,0.037,0.0,dano_leve
1773194648818,0.0802,0.0,dano_leve
1773194648828,0.0873,0.0,dano_leve
1773194648836,0.0957,0.0,dano_leve
1773194648844,0.0671,0.0,dano_leve
1773194648857,0.0602,0.0,dano_leve
1773194648867,0.0715,0.0,dano_leve
1773194648879,0.0573,0.0,dano_leve
1773194648893,0.0006,0.0,dano_leve
1773194648903,-0.0519,0.0,dano_leve
1773194648912,-0.062,0.0,dano_leve
1773194648919,-0.0854,0.0,dano_leve
1773194648931,-0.0638,0.0,dano_leve
1773194648943,-0.0914,0.0,dano_leve
1773194648952,-0.0817,0.0,dano_leve
1773194648963,-0.075,0.0,dano_leve
1773194648972,-0.0849,0.0,dano_leve
1773194648981,-0.0361,0.0,dano_leve
1773194648988,-0.0051,0.0,dano_leve
1773194648997,0.0033,0.0,dano_leve
1773194649011,0.018,0.0,dano_leve
1773194649021,0.0833,0.0,dano_leve
1773194649032,0.0799,0.0,dano_leve
1773194649042,0.1052,0.0,dano_leve
1773194649052,0.0801,0.0,dano_leve
1773194649062,0.0726,0.0,dano_leve
1773194649072,0.0676,0.0,dano_leve
1773194649081,0.056,0.0,dano_leve
1773194649091,0.0183,0.0,dano_leve
1773194649102,0.0479,0.0,dano_leve
1773194649112,-0.034,0.0,dano_leve
1773194649122,-0.0475,0.0,dano_leve
1773194649133,-0.0765,0.0,dano_leve
1773194649147,-0.1056,0.0,dano_leve
1773194649159,-0.1059,0.0,dano_leve
1773194649166,-0.0815,0.0,dano_leve
1773194649177,-0.0876,0.0,dano_leve
1773194649189,-0.0659,0.0,dano_leve
1773194649197,-0.0443,0.0,dano_leve
1773194649209,-0.0014,0.0,dano_leve
1773194649218,0.024,0.0,dano_leve
1773194649229,0.0571,0.0,dano_leve
1773194649235,0.0414,0.0,dano_leve
1773194649245,0.0995,0.0,dano_leve
1773194649256,0.0696,0.0,dano_leve
1773194649265,0.1028,0.0,dano_leve
1773194649271,0.1013,0.0,dano_leve
1773194649286,0.0852,0.0,dano_leve
1773194649296,0.0399,0.0,dano_leve
1773194649310,0.014,0.0,dano_leve
1773194649320,-0.0295,0.0,dano_leve
1773194649327,-0.0524,0.0,dano_leve
1773194649338,-0.0797,0.0,dano_leve
1773194649350,-0.0825,0.0,dano_leve
1773194649361,-0.101,0.0,dano_leve
1773194649373,-0.0859,0.0,dano_leve
1773194649384,-0.1132,0.0,dano_leve
1773194649397,-0.0673,0.0,dano_leve
1773194649407,-0.0281,0.0,dano_leve
1773194649414,-0.0133,0.0,dano_leve
1773194649426,0.039,0.0,dano_leve
